video_path,video_results
c:\workspace\world\Infinite-World\out\vbench\videos_657120914\a captivating scene featuring a spiral galaxy shining brilliantly in the night sky-0-657120914.mp4,45.15853642528842
c:\workspace\world\Infinite-World\out\vbench\videos_657120914\a captivating scene featuring a spiral galaxy shining brilliantly in the night sky-1-657120915.mp4,42.4039866050578
c:\workspace\world\Infinite-World\out\vbench\videos_657120914\a captivating scene featuring a spiral galaxy shining brilliantly in the night sky-2-657120916.mp4,40.437430873420666
c:\workspace\world\Infinite-World\out\vbench\videos_657120914\a captivating scene featuring a spiral galaxy shining brilliantly in the night sky-3-657120917.mp4,42.81805472048173
c:\workspace\world\Infinite-World\out\vbench\videos_657120914\a captivating scene featuring a spiral galaxy shining brilliantly in the night sky-4-657120918.mp4,45.094263112322885
c:\workspace\world\Infinite-World\out\vbench\videos_657120914\a chair in a room next to some drawings-0-657120914.mp4,74.15296459790342
c:\workspace\world\Infinite-World\out\vbench\videos_657120914\a chair in a room next to some drawings-1-657120915.mp4,73.66864224546444
c:\workspace\world\Infinite-World\out\vbench\videos_657120914\a chair in a room next to some drawings-2-657120916.mp4,73.04126391203508
c:\workspace\world\Infinite-World\out\vbench\videos_657120914\a chair in a room next to some drawings-3-657120917.mp4,73.54870074728261
c:\workspace\world\Infinite-World\out\vbench\videos_657120914\a chair in a room next to some drawings-4-657120918.mp4,74.06107121817074
c:\workspace\world\Infinite-World\out\vbench\videos_657120914\a close-up view of the flames of a fireplace-0-657120914.mp4,34.29667176667208
c:\workspace\world\Infinite-World\out\vbench\videos_657120914\a close-up view of the flames of a fireplace-1-657120915.mp4,32.21806384021451
c:\workspace\world\Infinite-World\out\vbench\videos_657120914\a close-up view of the flames of a fireplace-2-657120916.mp4,37.63536877365586
c:\workspace\world\Infinite-World\out\vbench\videos_657120914\a close-up view of the flames of a fireplace-3-657120917.mp4,36.81950198345303
c:\workspace\world\Infinite-World\out\vbench\videos_657120914\a close-up view of the flames of a fireplace-4-657120918.mp4,37.30055811390373
c:\workspace\world\Infinite-World\out\vbench\videos_657120914\a farm in the middle of the day-0-657120914.mp4,75.9063552477345
c:\workspace\world\Infinite-World\out\vbench\videos_657120914\a farm in the middle of the day-1-657120915.mp4,75.25734658567062
c:\workspace\world\Infinite-World\out\vbench\videos_657120914\a farm in the middle of the day-2-657120916.mp4,77.15071750427626
c:\workspace\world\Infinite-World\out\vbench\videos_657120914\a farm in the middle of the day-3-657120917.mp4,74.64555226201597
c:\workspace\world\Infinite-World\out\vbench\videos_657120914\a farm in the middle of the day-4-657120918.mp4,76.70501007648728
c:\workspace\world\Infinite-World\out\vbench\videos_657120914\a flock of birds flying over a tree at sunset-0-657120914.mp4,55.22983449142172
c:\workspace\world\Infinite-World\out\vbench\videos_657120914\a flock of birds flying over a tree at sunset-1-657120915.mp4,50.78132645980172
c:\workspace\world\Infinite-World\out\vbench\videos_657120914\a flock of birds flying over a tree at sunset-2-657120916.mp4,51.56574659169831
c:\workspace\world\Infinite-World\out\vbench\videos_657120914\a flock of birds flying over a tree at sunset-3-657120917.mp4,53.26925905594915
c:\workspace\world\Infinite-World\out\vbench\videos_657120914\a flock of birds flying over a tree at sunset-4-657120918.mp4,51.879365553767045
c:\workspace\world\Infinite-World\out\vbench\videos_657120914\a foggy field that has trees in the grass-0-657120914.mp4,67.74214079957571
c:\workspace\world\Infinite-World\out\vbench\videos_657120914\a foggy field that has trees in the grass-1-657120915.mp4,68.459964467872
c:\workspace\world\Infinite-World\out\vbench\videos_657120914\a foggy field that has trees in the grass-2-657120916.mp4,67.32710808700656
c:\workspace\world\Infinite-World\out\vbench\videos_657120914\a foggy field that has trees in the grass-3-657120917.mp4,69.03641848830704
c:\workspace\world\Infinite-World\out\vbench\videos_657120914\a foggy field that has trees in the grass-4-657120918.mp4,71.30991998518476
c:\workspace\world\Infinite-World\out\vbench\videos_657120914\a foggy landscape with trees and hills in the distance-0-657120914.mp4,62.579594535116826
c:\workspace\world\Infinite-World\out\vbench\videos_657120914\a foggy landscape with trees and hills in the distance-1-657120915.mp4,63.556636810302734
c:\workspace\world\Infinite-World\out\vbench\videos_657120914\a foggy landscape with trees and hills in the distance-2-657120916.mp4,62.58847221232349
c:\workspace\world\Infinite-World\out\vbench\videos_657120914\a foggy landscape with trees and hills in the distance-3-657120917.mp4,63.350254106225435
c:\workspace\world\Infinite-World\out\vbench\videos_657120914\a foggy landscape with trees and hills in the distance-4-657120918.mp4,61.99249345767572
c:\workspace\world\Infinite-World\out\vbench\videos_657120914\a foggy road with trees in the distance-0-657120914.mp4,49.074798086415164
c:\workspace\world\Infinite-World\out\vbench\videos_657120914\a foggy road with trees in the distance-1-657120915.mp4,45.28579858815448
c:\workspace\world\Infinite-World\out\vbench\videos_657120914\a foggy road with trees in the distance-2-657120916.mp4,50.12001383526725
c:\workspace\world\Infinite-World\out\vbench\videos_657120914\a foggy road with trees in the distance-3-657120917.mp4,46.12040307655098
c:\workspace\world\Infinite-World\out\vbench\videos_657120914\a foggy road with trees in the distance-4-657120918.mp4,50.60606919756587
c:\workspace\world\Infinite-World\out\vbench\videos_657120914\a group of hot air balloons flying over a field-0-657120914.mp4,79.76890838812596
c:\workspace\world\Infinite-World\out\vbench\videos_657120914\a group of hot air balloons flying over a field-1-657120915.mp4,80.0030988610309
c:\workspace\world\Infinite-World\out\vbench\videos_657120914\a group of hot air balloons flying over a field-2-657120916.mp4,79.50531892006441
c:\workspace\world\Infinite-World\out\vbench\videos_657120914\a group of hot air balloons flying over a field-3-657120917.mp4,79.272523868158
c:\workspace\world\Infinite-World\out\vbench\videos_657120914\a group of hot air balloons flying over a field-4-657120918.mp4,79.83959278556871
c:\workspace\world\Infinite-World\out\vbench\videos_657120914\a group of hot air balloons flying over a valley-0-657120914.mp4,74.98685725431264
c:\workspace\world\Infinite-World\out\vbench\videos_657120914\a group of hot air balloons flying over a valley-1-657120915.mp4,76.2008505874539
c:\workspace\world\Infinite-World\out\vbench\videos_657120914\a group of hot air balloons flying over a valley-2-657120916.mp4,73.90187854648377
c:\workspace\world\Infinite-World\out\vbench\videos_657120914\a group of hot air balloons flying over a valley-3-657120917.mp4,75.32650851611025
c:\workspace\world\Infinite-World\out\vbench\videos_657120914\a group of hot air balloons flying over a valley-4-657120918.mp4,74.6290965583754
c:\workspace\world\Infinite-World\out\vbench\videos_657120914\a group of people standing on top of a green hill-0-657120914.mp4,72.01425007411412
c:\workspace\world\Infinite-World\out\vbench\videos_657120914\a group of people standing on top of a green hill-1-657120915.mp4,74.53135169366873
c:\workspace\world\Infinite-World\out\vbench\videos_657120914\a group of people standing on top of a green hill-2-657120916.mp4,72.72655070050162
c:\workspace\world\Infinite-World\out\vbench\videos_657120914\a group of people standing on top of a green hill-3-657120917.mp4,72.0081569245143
c:\workspace\world\Infinite-World\out\vbench\videos_657120914\a group of people standing on top of a green hill-4-657120918.mp4,71.40655405032709
c:\workspace\world\Infinite-World\out\vbench\videos_657120914\a hot-air balloon flying over a desert landscape-0-657120914.mp4,68.0262499981045
c:\workspace\world\Infinite-World\out\vbench\videos_657120914\a hot-air balloon flying over a desert landscape-1-657120915.mp4,67.60435073568213
c:\workspace\world\Infinite-World\out\vbench\videos_657120914\a hot-air balloon flying over a desert landscape-2-657120916.mp4,66.1972911194985
c:\workspace\world\Infinite-World\out\vbench\videos_657120914\a hot-air balloon flying over a desert landscape-3-657120917.mp4,66.77374016424143
c:\workspace\world\Infinite-World\out\vbench\videos_657120914\a hot-air balloon flying over a desert landscape-4-657120918.mp4,67.86786492863057
c:\workspace\world\Infinite-World\out\vbench\videos_657120914\a kitchen with a sink and a lot of glasses on the counter-0-657120914.mp4,66.31948407096152
c:\workspace\world\Infinite-World\out\vbench\videos_657120914\a kitchen with a sink and a lot of glasses on the counter-1-657120915.mp4,66.94160335848791
c:\workspace\world\Infinite-World\out\vbench\videos_657120914\a kitchen with a sink and a lot of glasses on the counter-2-657120916.mp4,61.83147662618886
c:\workspace\world\Infinite-World\out\vbench\videos_657120914\a kitchen with a sink and a lot of glasses on the counter-3-657120917.mp4,64.03325994266487
c:\workspace\world\Infinite-World\out\vbench\videos_657120914\a kitchen with a sink and a lot of glasses on the counter-4-657120918.mp4,66.81527584383947
c:\workspace\world\Infinite-World\out\vbench\videos_657120914\a lake surrounded by mountains and flowers-0-657120914.mp4,79.98792650684807
c:\workspace\world\Infinite-World\out\vbench\videos_657120914\a lake surrounded by mountains and flowers-1-657120915.mp4,80.22083955373823
c:\workspace\world\Infinite-World\out\vbench\videos_657120914\a lake surrounded by mountains and flowers-2-657120916.mp4,80.23832214545018
c:\workspace\world\Infinite-World\out\vbench\videos_657120914\a lake surrounded by mountains and flowers-3-657120917.mp4,79.8603275844029
c:\workspace\world\Infinite-World\out\vbench\videos_657120914\a lake surrounded by mountains and flowers-4-657120918.mp4,79.87754490064538
c:\workspace\world\Infinite-World\out\vbench\videos_657120914\a large bonfire is burning in the night sky-0-657120914.mp4,39.31168787227654
c:\workspace\world\Infinite-World\out\vbench\videos_657120914\a large bonfire is burning in the night sky-1-657120915.mp4,31.505511627434203
c:\workspace\world\Infinite-World\out\vbench\videos_657120914\a large bonfire is burning in the night sky-2-657120916.mp4,33.510603330150154
c:\workspace\world\Infinite-World\out\vbench\videos_657120914\a large bonfire is burning in the night sky-3-657120917.mp4,37.05899860547937
c:\workspace\world\Infinite-World\out\vbench\videos_657120914\a large bonfire is burning in the night sky-4-657120918.mp4,36.87994223647976
c:\workspace\world\Infinite-World\out\vbench\videos_657120914\a large waterfall in the middle of a building-0-657120914.mp4,59.43966729300363
